name,primary_url,scanner,desc,package_id,application_id,last_updated,has_downloads,confidence,usefulness,status,evidence_strength,release_url,release_tag,artifact_quality,fork_parent,fork_ahead_by,fork_behind_by,fork_meaningfully_ahead,apk_assets,aab_assets,universal_apk_assets,split_apk_assets,checksum_assets,evidence
GitHub-Store,https://github.com/OpenHub-Store/GitHub-Store,github_meta,"🩵 A free, open-source app store for GitHub releases — browse, discover, and install apps with one click. Powered by Kotlin and Compose Multiplatform for Android & Desktop (Linux, MacOS, Windows).",,,2026-04-30T09:39:05+00:00,True,medium,high,new,medium,https://github.com/OpenHub-Store/GitHub-Store/releases/tag/1.7.0,1.7.0,installable,,0,0,False,GitHub-Store-1.7.0.apk,,,,,"""requires shizuku"" in:readme :: OpenHub-Store/GitHub-Store"
gkd,https://github.com/gkd-kit/gkd,github_code,"基于无障碍，高级选择器，订阅规则的自定义屏幕点击安卓应用 | An Android APP with custom screen tapping based on Accessibility, Advanced Selectors, and Subscription Rules",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/kotlin/li/songe/gkd/shizuku/ShizukuApi.kt"
Grayscaler,https://github.com/C10udburst/Grayscaler,github_meta,"Keep your phone mostly monochrome, but allow apps like camera to be in color.",,,2026-04-25T22:52:04+00:00,True,medium,high,new,medium,https://github.com/C10udburst/Grayscaler/releases/tag/1.0,1.0,installable,,0,0,False,app-release.apk,,,,,"""uses shizuku"" in:readme :: C10udburst/Grayscaler"
greentooth,https://github.com/qwerty12/greentooth,github_code,Shizuku-using fork of https://gitlab.com/nbergman/greentooth,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Java :: app/src/main/java/com/smilla/greentooth/BluetoothWorker.java"
Hail,https://github.com/aistra0528/Hail,fdroid,"<p>Hail is a free-as-in-freedom software to freeze Android apps. Enjoy all features freely!</p> <h3>Freeze</h3> <p>Freeze is a word to describe the action of <strong>forbid apps when they are unnecessary</strong> to use device in a better way, cut down the usage of ram and save power. User can unfreeze it to revert.</p> <p>In general, &quot;freeze&quot; means disable, but also Hail can &quot;freeze&quot; apps by hiding and suspending them.</p> <h4>Disable</h4> <p>Disable apps will not shown in launcher. Enable them to revert.</p> <h4>Hide</h4> <p>Hidden apps will not shown in launcher and installed app list. Unhide them to revert.</p> <h4>Suspend</h4> <p>Suspended apps will be shown as grayscale icons in the launcher. Unsuspend them to revert.</p> <h3>Working mode</h3> <p>Hail can work with <code>Device Owner</code>, <code>Dhizuku</code>, <code>Superuser</code> (Root) and <code>Shizuku</code> (including Sui).</p>",com.aistra.hail,,2022-02-20T00:00:00+00:00,True,high,medium,new,weak,https://github.com/aistra0528/Hail,,unknown,,0,0,False,,,,,,"Hail Freeze Android apps <p>Hail is a free-as-in-freedom software to freeze Android apps. Enjoy all features freely!</p>
<h3>Freeze</h3>
<p>Freeze is a word to describe the action of <strong>forbid apps when they are unnecessary</strong>
    to use device
    in a better way, cut down the usage of r"
Hail,https://github.com/aistra0528/Hail,github_code,Disable / Hide / Suspend / Uninstall Android apps without root.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: app/src/main/kotlin/com/aistra/hail/utils/HShizuku.kt"
hexodus,https://github.com/thejaustin/hexodus,github_meta,"Next-generation Android theming engine for Samsung One UI 8 (Android 16+) as a spiritual successor to 'Hex Installer', leveraging Shizuku for system-level operations without requiring root access.",,,2026-04-26T16:54:35+00:00,True,high,high,new,medium,https://github.com/thejaustin/hexodus/releases/tag/v1.4.6,v1.4.6,installable,,0,0,False,hexodus-v1.4.6.apk,,,,,"""rikka.shizuku"" in:readme :: thejaustin/hexodus"
HMA-OSS,https://github.com/frknkrc44/HMA-OSS,github_code,"A ROOT REQUIRED LSPosed/Zygisk module to hide your app list, settings, package installers and more. It is a fork of Hide My Applist project.",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Kotlin :: common/src/main/java/icu/nullptr/hidemyapplist/common/app_presets/SDhizukuAppsPreset.kt"
HoleConsoleApp,https://github.com/zmide/HoleConsoleApp,github_code,Hole Console App,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Java :: app/src/main/java/com/tzmax/xhole/BaseApplication.java"
Hostman,https://github.com/LinZong/Hostman,github_meta,A simple Android app that can preview/edit /etc/hosts file in a GUI manner. Shizuku required.,,,2026-04-09T19:37:39+00:00,True,medium,high,new,medium,https://github.com/LinZong/Hostman/releases/tag/1.1.1,1.1.1,installable,,0,0,False,app-release.apk,,,,,"""requires shizuku"" in:readme :: LinZong/Hostman"
https-github.com-LSPosed-AndroidHiddenApiBypass,https://github.com/debloiscjay-tech/https-github.com-LSPosed-AndroidHiddenApiBypass,github_meta,adb shell sh /storage/emulated/0/Android/data/moe.shizuku.privileged.api/start.sh,,,2026-04-01T13:01:10+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" in:readme :: debloiscjay-tech/https-github.com-LSPosed-AndroidHiddenApiBypass"
Ims,https://github.com/vvb2060/Ims,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Java :: app/src/main/java/io/github/vvb2060/ims/ShizukuProvider.java"
ims-pixel-shizuku,https://github.com/emtee40/ims-pixel-shizuku,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Java :: app/src/main/java/io/github/vvb2060/ims/ShizukuProvider.java"
instafel,https://github.com/mamiiblt/instafel,github_code,Instafel provides fast & up-to-date Instagram Alpha experience for everyone!,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: updater/src/main/java/dev/mamii/instafel/updater/utils/Utils.java"
Install with Options,https://github.com/zacharee/InstallWithOptions,fdroid,"<p><i>Install with Options</i> is an app with a simple purpose: more advanced app installs without needing to use ADB.</p><p><i>Install with Options</i> uses Shizuku to run with shell permissions, allowing you to install test-only apps, bypass Android 14's target SDK limit, downgrade certain packages, and more, all without leaving your phone (at least on Android 11 and later). It also supports installing split APKs or batch-installing multiple separate apps.</p>",dev.zwander.installwithoptions,,2026-01-31T00:00:00+00:00,True,high,medium,new,weak,https://github.com/zacharee/InstallWithOptions,,unknown,,0,0,False,,,,,,"Install with Options Simple-ish app using Shizuku to install APKs on-device with advanced options <p><i>Install with Options</i> is an app with a simple purpose: more advanced app installs without needing to use ADB.</p><p><i>Install with Options</i> uses Shizuku to run with shell permissions, allow"
InstallWithOptions,https://github.com/zacharee/InstallWithOptions,github_meta,Simple-ish app using Shizuku to install APKs on-device with advanced options,,,2026-04-30T09:58:24+00:00,True,medium,high,new,medium,https://github.com/zacharee/InstallWithOptions/releases/tag/0.9.2,0.9.2,installable,,0,0,False,InstallWithOptions_0.9.2-release.apk,,,,,"""uses shizuku"" in:readme :: zacharee/InstallWithOptions"
Inure,https://github.com/Hamza417/Inure,github_code,"An elegant and beautiful premium Android app manager with Root and Shizuku support, a built-in terminal, analytics, virustotal, debloat, stats and various other features with a custom theme engine, developed with purely custom UI design and reproducible build.",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: app/src/main/java/app/simple/inure/shizuku/PackageInstaller.java"
Inure App Manager (Trial),https://github.com/Hamza417/Inure,fdroid,"<p>Inure is a powerful open source applications manager and analyzer with a good-looking and easy to use interface. This app can be used to manage all apps installed in the device, in addition to that Inure allows you to access all the core components of the app including services, activities etc. and modify them on the go. All that combined with a gorgeous and pleasing interface, with every tap accompanied by fluid animations.</p><p><b>Features</b></p><ul><li>Organized list of all apps</li><li>Usage stats of all apps</li><li>Create notes for specific apps</li><li>Terminal Emulator with commands manager</li><li>Sensors information</li><li>Scan for trackers in any app</li><li>Inbuilt device information panel</li><li>App information panel</li><li>Uninstall, disable, force close user/system app (with and without root)</li><li>Dedicated app's component viewer and editor</li><li>Clear data and cache of any app</li><li>Grant or Deny permissions for any app</li><li>Root and Shizuku API support</li><li>Manage per-app battery optimization and boot processes</li><li>Block trackers in any app</li><li>AppOps manager for any app</li><li>Scan apps using VirusTotal</li></ul><p><b>Extra Capabilities</b></p><ul><li>Audio player</li><li>Preview any TTF format font</li><li>Image viewer</li><li>Inbuilt text viewer and editor</li><li>Markdown viewer</li><li>HTML support</li><li>Pretty code highlighting support for some programming languages</li><li>XML pretty printing and highlighting</li><li>SVG support</li></ul><p><b>UI Features</b></p><ul><li>Full-screen with status and navigation bar</li><li>Beautiful unique interface</li><li>Smooth animations for every element of the app</li><li>Interconnected interface by icons and shared animations</li><li>Universal accent color picker</li><li>Ability to change font style of the app</li><li>Rounded corner support</li><li>Pleasing colored shadows for every layer of the app</li><li>Glowing app icons effect</li><li>Unique switch style</li><li>Native theme engine to support all dark and light modes</li><li>AMOLED, Slate, Grey and High Contrast dark modes</li><li>Monet color palette support</li></ul><p><b>Trial</b></p><p>The full version of Inure is available to try for 15 days, all the features of the app will continue to work except a few of the trial features will be disabled after the period has ended. You can unlock the full version by purchasing the Inure Unlocker.</p><p><b>Note</b></p><p>Inure has reached stable stage, but there maybe some unknown bugs. I am actively developing this app and would love to hear feedback, ideas and general discussions about the app. You can submit your feedback on <a href=""https://github.com/Hamza417/Inure/discussions/48"" target=""_blank"" rel=""noindex nofollow noopener"">GitHub Discussion</a> or join <a href=""https://t.me/inure_app_manager"" target=""_blank"" rel=""noindex nofollow noopener"">Telegram Group</a> for the app (Recommended).</p>",app.simple.inure,,2026-04-19T00:00:00+00:00,True,high,medium,new,weak,https://github.com/Hamza417/Inure,,unknown,,0,0,False,,,,,,"Inure App Manager (Trial) Fast, refined app manager for power users, with root and Shizuku support. Inure is a powerful open source applications manager and analyzer with a good-looking and easy to use interface. This app can be used to manage all apps installed in the device, in addition to that In"
IReader,https://github.com/IReaderorg/IReader,github_code,Free and open source novel reader for Android and Desktop.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: data/src/commonMain/kotlin/ireader/data/catalog/ExtensionManagerImpl.kt"
JumpReplay,https://github.com/FourTwooo/JumpReplay,github_code,Xposed Hook Android Intent/Scheme,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Java :: app/src/main/java/com/fourtwo/hookintent/utils/ShizukuServerApi.java"
KanaQuiz,https://github.com/theblackwidower/KanaQuiz,github_code,A simple app to quiz the user on identifying Japanese characters.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Java :: app/src/main/java/com/noprestige/kanaquiz/options/OptionsFragment.java"
KeyAttestation,https://github.com/vvb2060/KeyAttestation,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: app/src/main/java/io/github/vvb2060/keyattestation/keystore/AndroidKeyStore.java"
keysync,https://github.com/aka-munan/keysync,github_meta,Play games using mouse and keyboard on Android device,,,2026-04-28T23:51:34+00:00,True,medium,high,new,medium,https://github.com/aka-munan/keysync/releases/tag/v1.41-beta,v1.41-beta,installable,,0,0,False,app-release.apk,,,,,"""uses shizuku"" in:readme :: aka-munan/keysync"
Language Selector,https://github.com/VegaBobo/Language-Selector,fdroid,"<p><i>Language Selector</i> allows users to set individual app languages. It tries to replicates the behavior of the ""App languages"" feature introduced in Android 13.</p><p>To use the app you <b>must</b> be on Android 13 or higher, there is no compatiblity with older Android versions. You also <b>must</b> have Shizuku installed.</p><p>Before using this app, you MUST install and start Shizuku, the way this app works makes Shizuku MANDATORY.</p><p><br><b>Features:</b></p><ul><li>Set individual app languages</li><li>Allows selecting language from any app **</li><li>Quick change languages with QSTile</li></ul><p>** Language Selector DOES NOT translate apps, it just specify a locale that will be used by application, if the desired language is supported by the app, it should be displayed as expected.</p><p>** Please note that changing locale for unsupported applications and system apps may cause unexpected behavior and is NOT RECOMMENDED.</p><p><br><b>Language availability:</b></p><p>This app parses Locale (java.util.Locale) from Locale.getAvailableLocales(), consequently, numerous locales are present in the app, the language list is huge, if someone want to improve that, feel free to send a PR, because this way is pretty slow and languages aren't filtered accurately.</p>",vegabobo.languageselector,,2023-05-17T00:00:00+00:00,True,high,medium,new,weak,https://github.com/VegaBobo/Language-Selector,,unknown,,0,0,False,,,,,,"Language Selector select individual app languages <p><i>Language Selector</i> allows users to set individual app languages. It tries to replicates the behavior of the ""App languages"" feature introduced in Android 13.</p><p>To use the app you <b>must</b> be on Android 13 or higher, there is no compat"
Language-Selector,https://github.com/VegaBobo/Language-Selector,github_meta,Language Selector let users select individual app languages (Android 13+),,,2026-04-26T14:18:02+00:00,True,medium,high,new,medium,https://github.com/VegaBobo/Language-Selector/releases/tag/1.04,1.04,installable,,0,0,False,app-release.apk,,,,,"""uses shizuku"" in:readme :: VegaBobo/Language-Selector"
LinkSheet,https://github.com/LinkSheet/LinkSheet,github_code,Link handling for modern Android,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Kotlin :: app/src/main/java/dev/zwander/shared/ShizukuUtil.kt"
Lockscreen Widgets,https://github.com/zacharee/LockscreenWidgets,fdroid,"<p>A (very) long time ago, Android introduced a feature to allow you to show certain widgets on the lock screen. For some reason, this useful feature was removed with the release of Android 5.0 Lollipop, confining widgets to the home screen only.</p><p>While some manufacturers, such as Samsung, have brought back limited versions of lock screen widgets, you’re usually limited to the widgets the manufacturer has already created for you.</p><p>Well, no more! Lockscreen Widgets brings back the functionality of yore, with some extra features. Note that Lockscreen Widgets is not designed to function on the Always-On Display.</p><ul><li>Lockscreen Widgets appears as a paged ""frame"" on top of your lock screen.</li><li>Add a widget by tapping the plus button in the frame. This plus button will always be the last page.</li><li>Each widget you add gets its own page, or you can have multiple widgets per page.</li><li>You can press, hold, and drag widgets to reorder them.</li><li>You can press and hold widgets to remove them or edit their size.</li><li>Tap the frame with two fingers to enter the editing mode where you can resize and move the frame.</li><li>Tap the frame with three fingers to temporarily hide it. It will show up again once the display turns off and back on.</li><li>Any home screen widget can be added as a lock screen widget.</li></ul><p>Lockscreen Widgets also includes an optional Widget Drawer!</p><p>Widget Drawer has a handle you can swipe to bring it up from anywhere, or you can use the Tasker integration or shortcut to open it however you want. The drawer is a vertically scrolling list of widgets that can be resized and moved the same way as in the Lockscreen Widgets frame.</p><p>And this is all without ADB or root! All the basic privileges can be granted without even thinking about using a computer. Unfortunately, with Android 13 and later, you may need to use ADB or Shizuku to enable Masked Mode.</p><p>On the topic of privileges, these are the more sensitive permissions that Lockscreen Widgets needs to function:</p><ul><li><b>Accessibility</b>. In order to display on the lock screen, Lockscreen Widgets’ Accessibility Service must be enabled. You will be prompted to enable it if needed in the initial setup, and any time you open the app.</li><li><b>Notification Listener</b>. This permission is only required if you want the widget frame to hide when notifications are displayed. You will be prompted if it’s needed.</li><li><b>Dismiss Keyguard</b>. In order to improve the user experience, Lockscreen Widgets will dismiss the lock screen (or show the security input view) when it detects an Activity being launched from a widget, or when you press the ""Add Widget"" button. This will <b>not</b> compromise your device’s security in any way.</li></ul><p>And that’s it. Don’t believe me? Lockscreen Widgets is open source! The link is at the bottom.</p><p>Lockscreen Widgets only works on Android Lollipop 5.1 and later because the necessary system features for displaying on the lock screen didn’t exist in Lollipop 5.0. Sorry, 5.0 users.</p><p>If you have a question, send me an email, or join the TG group: https://bit.ly/ZachareeTG. Please be as specific as possible with your problem or request.</p>",tk.zwander.lockscreenwidgets,,2026-04-27T00:00:00+00:00,True,high,medium,new,weak,https://github.com/zacharee/LockscreenWidgets,,unknown,,0,0,False,,,,,,"Lockscreen Widgets Use your widgets on the lock screen again! <p>A (very) long time ago, Android introduced a feature to allow you to show certain widgets on the lock screen. For some reason, this useful feature was removed with the release of Android 5.0 Lollipop, confining widgets to the home scre"
LogFox,https://github.com/F0x1d/LogFox,fdroid,"<ul><li>Material You design</li><li><a href=""https://shizuku.rikka.app/"" target=""_blank"" rel=""noindex nofollow noopener"">Shizuku</a>, Root &amp; ADB support</li><li>Record logs and export to ZIP with device info</li><li>Observe and get notifications about Java/JNI crashes and ANRs</li><li>Powerful filters for logs</li><li>Accessibility support</li></ul>",com.f0x1d.logfox,,2026-02-24T00:00:00+00:00,True,high,medium,new,weak,https://github.com/F0x1d/LogFox,,unknown,,0,0,False,,,,,,"LogFox LogCat readers are allowed to be beautiful and useful! - Material You design
- [Shizuku](https://shizuku.rikka.app/), Root & ADB support
- Record logs and export to ZIP with device info
- Observe and get notifications about Java/JNI crashes and ANRs
- Powerful filters for logs
- Accessibility"
MaterialPreference,https://github.com/RikkaW/MaterialPreference,github_meta,Material Design Preference UI,,,2025-04-12T20:58:40+00:00,False,medium,medium,new,medium,https://github.com/RikkaW/MaterialPreference/releases/tag/v4.1.1,v4.1.1,none,,0,0,False,,,,,,"""moe.shizuku"" in:readme :: RikkaW/MaterialPreference"
mazda-control,https://github.com/afayvisovich/mazda-control,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/com/mazda/control/ShizukuInitializer.kt"
mihon,https://github.com/mihonapp/mihon,github_code,Free and open source manga reader for Android,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/mihon/app/shizuku/ShellInterface.kt"
Minimal Kernel Manager,https://github.com/abhay-byte/mkm,fdroid,"Advanced kernel management and system monitoring for Android. Features real-time performance overlay with customizable layouts, CPU/GPU frequency control, persistent swap management, and thermal monitoring. Material Design 3 UI with drag-and-drop reordering, sparkline graphs, and multi-stage warnings. Supports both root and Shizuku access. Monitor CPU, GPU, RAM, swap, power, and temperatures with adjustable update rates. Requires Android 7.0+.",com.ivarna.mkm,,2026-04-29T00:00:00+00:00,True,high,medium,new,weak,https://github.com/abhay-byte/mkm,,unknown,,0,0,False,,,,,,"Minimal Kernel Manager Android kernel management and system monitoring application Advanced kernel management and system monitoring for Android. Features real-time performance overlay with customizable layouts, CPU/GPU frequency control, persistent swap management, and thermal monitoring. Material D"
MiPushFramework,https://github.com/MiPushFramework/MiPushFramework,github_code,"[Archived, FORK: https://github.com/NihilityT/MiPushFramework] Let supported push service run system-ly on every Android devices",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Java :: push/src/main/java/top/trumeet/mipushframework/widgets/InfoPreference.java"
MiRearScreenSwitcherEnglish,https://github.com/aaronnat23/MiRearScreenSwitcherEnglish,github_meta,,,,2025-12-26T09:20:01+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""powered by shizuku"" in:readme :: aaronnat23/MiRearScreenSwitcherEnglish"
mixer-1,https://github.com/farizanjum/mixer-1,github_code,"Per-app volume control for Android, designed with Nothing OS aesthetics.",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/com/mixer/one/shizuku/ShizukuRepository.kt"
mkm,https://github.com/abhay-byte/mkm,github_code,Minimal Android kernel management and system monitoring application,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Kotlin :: app/src/main/java/com/ivarna/mkm/shell/ShizukuManager.kt"
mufanc.tools.applock,https://github.com/Xposed-Modules-Repo/mufanc.tools.applock,github_code,【MIUI 12】防止应用被侧滑杀死或一键清理,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: app/src/main/java/mufanc/tools/applock/core/shizuku/ShizukuHelper.kt"
Murasaki,https://gitlab.com/Anatdx/Murasaki,gitlab,The API and the developer guide for Shizuku and Sui. | latest tag: v12.1.0 | stars: 0,,,2026-02-04T16:29:01.778000+00:00,False,medium,medium,new,weak,,v12.1.0,unknown,,0,0,False,,,,,,Anatdx/Murasaki
MyAndroidToolsPro,https://github.com/wangqi060934/MyAndroidToolsPro,github_code,Deprecated since 2019,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Java :: app/src/main/java/cn/wq/myandroidtoolspro/helper/ShizukuUtil.java"
Neo-Store,https://github.com/NeoApplications/Neo-Store,github_code,An F-Droid client with modern UI and an arsenal of extra features.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Kotlin :: src/main/kotlin/com/machiav3lli/fdroid/utils/Utils.kt"
Network Switch - One-tap network switching,https://github.com/aunchagaonkar/NetworkSwitch,fdroid,"<p><i>Network Switch</i> provides control over 34 network modes including 2G, 3G, 4G, and 5G configurations. Works with both Root and Shizuku permissions.</p><p><b>Features</b></p><ul><li>34 network modes: Basic (2G/3G/4G/5G), Combined, Regional (CDMA, TD-SCDMA), Global</li><li>Configurable toggle between any two modes</li><li>Quick Settings tile with current/next mode display</li><li>Battery and speed optimization through mode selection</li><li>Modern Material Design 3 interface</li><li>Privacy-focused (no internet permissions)</li><li>Compatible with rooted (Root) and non-rooted (Shizuku) devices</li></ul><p><b>Use Cases</b></p><p>Optimize battery life, maximize speed, improve coverage in poor signal areas, manage data usage, and test network compatibility.</p>",com.supernova.networkswitch,,2025-09-08T00:00:00+00:00,True,high,medium,new,weak,https://github.com/aunchagaonkar/NetworkSwitch,,unknown,,0,0,False,,,,,,"Network Switch - One-tap network switching One-tap network switching. <p><i>Network Switch</i> provides control over 34 network modes including 2G, 3G, 4G, and 5G configurations. Works with both Root and Shizuku permissions.</p><p><b>Features</b></p><ul><li>34 network modes: Basic (2G/3G/4G/5G), Com"
nextgenfs,https://github.com/rayshift/nextgenfs,github_code,Shizuku compatible android/data access from Xamarin - AIDL library,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: nextgenfs/src/main/java/io/rayshift/translatefgo/NGFSBinder.java"
NEXTVM,https://github.com/TanvirHossain2/NEXTVM,github_code,"Next-generation Android virtual environment engine. Run any app in an isolated sandbox — no root required. Multi-instance, identity spoofing, anti-detection, native hooks.",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Kotlin :: core/virtualization/src/main/java/com/nextvm/core/virtualization/lifecycle/VirtualApplicationManager.kt"
Nexus-framework,https://github.com/1andrewprice6-jpg/Nexus-framework,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: core/src/main/java/com/nexus/core/privilege/ShizukuPrivilegeProvider.kt"
NoMoreBackground,https://github.com/adil192/no_more_background,fdroid,"A tool to manage which Android™ apps can run in the background using adb, Shizuku, or root. You probably don't need some random takeaway app doing anything in the background. And maybe you don't want that mobile game wasting your data when you're not using it. NoMoreBackground gives you a list of your apps and lets you choose which of them you want having background permissions, all on one screen, to help you get the most out of your battery. And the best part? When you're done, you can close NoMoreBackground and move on with your life. No need to ""optimize"" every day like some other tools: set and forget! Tip: Some apps may still run in the background even if you turn them off here. If you use an app very infrequently, right click it and archive it. The app itself will be uninstalled but its data will remain. This means when you next open it, it'll be reinstalled and you'll still be logged in. Android is a trademark of Google LLC.",com.adilhanney.no_more_background,,2026-04-09T00:00:00+00:00,True,high,medium,new,weak,https://github.com/adil192/no_more_background,,unknown,,0,0,False,,,,,,"NoMoreBackground Control your Android™ apps A tool to manage which Android™ apps can run in the background using adb, Shizuku, or root.

You probably don't need some random takeaway app doing anything in the background. And maybe you don't want that mobile game wasting your data when you're not usin"
NRAO,https://github.com/iamlooper/NRAO,github_meta,"A non-root android optimizer, as the name tells.",,,2026-04-16T10:49:29+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""powered by shizuku"" in:readme :: iamlooper/NRAO"
Nrfr,https://github.com/Ackites/Nrfr,github_code,🌍 免 Root 的 SIM 卡国家码修改工具 | 解决国际漫游时的兼容性问题，帮助使用海外 SIM 卡获得更好的本地化体验，解锁运营商限制，突破区域限制,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: app/src/main/java/com/github/nrfr/manager/CarrierConfigManager.kt"
OnStop2FinishAndRemoveTask,https://github.com/takusan23/OnStop2FinishAndRemoveTask,github_meta,,,,2026-04-25T21:26:49+00:00,True,medium,high,new,medium,https://github.com/takusan23/OnStop2FinishAndRemoveTask/releases/tag/1.0.0,1.0.0,installable,,0,0,False,app-release.apk,,,,,"""requires shizuku"" in:readme :: takusan23/OnStop2FinishAndRemoveTask"
Openclaw-phone-control,https://github.com/AbuZar-Ansarii/Openclaw-phone-control,github_meta,"OpenClaw allows you to manage your phone via a Telegram bot using the power of local AI (Ollama). No root access is required, making it accessible for almost any modern Android device",,,2026-04-30T10:16:59+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""uses shizuku"" in:readme :: AbuZar-Ansarii/Openclaw-phone-control"
Openclaw-Termux-NoRoot,https://github.com/techjarves/Openclaw-Termux-NoRoot,github_meta,Control any Android phone via Telegram using Gemini AI and Shizuku. No root required.,,,2026-04-29T22:24:10+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""uses shizuku"" in:readme :: techjarves/Openclaw-Termux-NoRoot"
PackageInstaller,https://github.com/vvb2060/PackageInstaller,github_code,A lightweight yet powerful package installer for Android.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Kotlin :: app/src/main/java/io/github/vvb2060/packageinstaller/provider/ShizukuProvider.kt"
pastiera,https://github.com/palsoftware/pastiera,github_meta,android keyboard specialized for pkb devices,,,2026-04-29T10:07:20+00:00,True,medium,high,new,medium,https://github.com/palsoftware/pastiera/releases/tag/v0.84beta,v0.84beta,installable,,0,0,False,Pastiera084.apk,,,,,"""requires shizuku"" in:readme :: palsoftware/pastiera"
patchwork,https://github.com/brittytino/patchwork,github_meta,"Patchwork is an open-source Android app designed to enhance productivity and creativity. It features a modern UI, customizable tools, and seamless integration with popular platforms.",,,2026-04-16T06:28:34+00:00,True,medium,high,new,medium,https://github.com/brittytino/patchwork/releases/tag/v1.1.2,v1.1.2,installable,,0,0,False,patchwork-v1.1.2.apk,,,,,"""requires shizuku"" in:readme :: brittytino/patchwork"
PentestApp-fixed,https://github.com/Drustil/PentestApp-fixed,github_code,Pentestapp w/ fix,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/com/pentestapp/core/domain/shizuku/ShizukuHookManager.kt"
phone-assistant,https://github.com/z-ph/phone-assistant,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/com/example/myapplication/shell/ShizukuHelper.kt"
PhoneProfilesPlus,https://github.com/henrichg/PhoneProfilesPlus,github_code,Profile manager for Android - event triggered,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Java :: phoneProfilesPlus/src/main/java/sk/henrichg/phoneprofilesplus/ShizukuUtils.java"
pixel-volte-patch,https://github.com/kyujin-cho/pixel-volte-patch,github_meta,Pixel IMS: Rootless replacement for Tensor Pixel VoLTE patch,,,2026-04-30T02:01:54+00:00,True,medium,high,new,medium,https://github.com/kyujin-cho/pixel-volte-patch/releases/tag/1.3.2,1.3.2,installable,,0,0,False,dev.bluehouse.enablevolte.apk,dev.bluehouse.enablevolte.aab,,,,"""moe.shizuku"" in:readme :: kyujin-cho/pixel-volte-patch"
